company_code,company_name,report_year,document_type,source_url,published_date,title,headline,stock_id
00686.HK,BJ ENERGY INTL,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042501287.pdf,2025-04-25,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1595
00686.HK,BJ ENERGY INTL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042300710.pdf,2026-04-23,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],1595
00686.HK,BJ ENERGY INTL,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042300780.pdf,2026-04-23,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1595
00689.HK,EPI (HOLD)-NEW,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042902332.pdf,2025-04-29,Annual Report 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1601
00689.HK,EPI (HOLDINGS),0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031801120.pdf,2026-03-18,RIGHTS ISSUE ON THE BASIS OF TWO (2) RIGHTS SHARES FOR EVERY ONE (1) SHARE HELD ON THE RECORD DATE,Listing Documents - [Rights Issue],1601
00689.HK,EPI (HOLDINGS),0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031801126.pdf,2026-03-18,Provisional Allotment Letter,Listing Documents - [Rights Issue],1601
00689.HK,EPI (HOLDINGS),0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031801140.pdf,2026-03-18,Excess Application Form,Listing Documents - [Rights Issue],1601
00689.HK,EPI (HOLDINGS),2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf,2026-04-29,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1601
00819.HK,TIANNENG POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0327/2025032702815.pdf,2025-03-27,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],15699
00819.HK,TIANNENG POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0327/2025032702839.pdf,2025-03-27,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",15699
00819.HK,TIANNENG POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0330/2026033000329.pdf,2026-03-30,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],15699
00819.HK,TIANNENG POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0330/2026033000335.pdf,2026-03-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",15699
00836.HK,CHINA RES POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803311.pdf,2025-04-28,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],6732
00836.HK,CHINA RES POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803669.pdf,2025-04-28,Sustainable Development Report 2024,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",6732
00836.HK,CHINA RES POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042801637.pdf,2026-04-28,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],6732
00836.HK,CHINA RES POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802417.pdf,2026-04-28,Sustainable Development Report 2025,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",6732
00866.HK,CHINA QINFA,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042903033.pdf,2025-04-29,Annual Report 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",34498
00866.HK,CHINA QINFA,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,2026-04-27,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",34498
00951.HK,CHAOWEI POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042503481.pdf,2025-04-25,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],49562
00951.HK,CHAOWEI POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042503489.pdf,2025-04-25,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",49562
00951.HK,CHAOWEI POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403282.pdf,2026-04-24,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],49562
00951.HK,CHAOWEI POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403288.pdf,2026-04-24,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",49562
00968.HK,XINYI SOLAR,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003302.pdf,2025-04-30,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],97365
00968.HK,XINYI SOLAR,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003310.pdf,2025-04-30,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",97365
00968.HK,XINYI SOLAR,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003348.pdf,2025-04-30,"NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS AND CHANGE REPLY FORM - PUBLICATION OF ANNUAL REPORT, CIRCULAR, NOTICE AND PROXY FORM OF ANNUAL GENERAL MEETING, ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024",Circulars - [Other],97365
00968.HK,XINYI SOLAR,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003360.pdf,2025-04-30,"NOTIFICATION LETTER TO NON-REGISTERED HOLDERS OF SECURITIES AND REPLY FORM - PUBLICATION OF ANNUAL REPORT, CIRCULAR AND NOTICE OF ANNUAL GENERAL MEETING, ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2024",Circulars - [Other],97365
00968.HK,XINYI SOLAR,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000976.pdf,2026-04-30,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],97365
00968.HK,XINYI SOLAR,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001048.pdf,2026-04-30,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",97365
01080.HK,SHENGLI PIPE,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0411/2025041100185.pdf,2025-04-11,2024 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",41571
01080.HK,SHENGLI PIPE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,2026-04-17,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",41571
01083.HK,TG SMART ENERGY,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0314/2025031400897.pdf,2025-03-14,"Terms of Reference of Environmental, Social and Governance Committee",Announcements and Notices - [Terms of Reference of Other Board Committees],10227
01083.HK,TG SMART ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500395.pdf,2025-04-25,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],10227
01083.HK,TG SMART ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500417.pdf,2025-04-25,"Environmental, Social and Governance Report 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",10227
01083.HK,TG SMART ENERGY,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031800626.pdf,2026-03-18,"Terms of Reference of Environmental, Social and Governance Committee",Announcements and Notices - [Terms of Reference of Other Board Committees],10227
01083.HK,TG SMART ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000330.pdf,2026-04-20,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],10227
01083.HK,TG SMART ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000372.pdf,2026-04-20,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",10227
01193.HK,CHINA RES GAS,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032801042.pdf,2025-03-28,"CHANGE OF NAME AND NATURE OF CORPORATE GOVERNANCE COMMITTEE TO ENVIRONMENTAL, SOCIAL AND GOVERNANCE COMMITTEE",Announcements and Notices - [Other - Corporate Governance Related Matters],2663
01193.HK,CHINA RES GAS,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0328/2025032801095.pdf,2025-03-28,"TERMS OF REFERENCE OF THE ENVIRONMENTAL, SOCIAL AND GOVERNANCE COMMITTEE",Announcements and Notices - [Terms of Reference of Other Board Committees],2663
01193.HK,CHINA RES GAS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042802457.pdf,2025-04-28,2024 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],2663
01193.HK,CHINA RES GAS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042802537.pdf,2025-04-28,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2663
01193.HK,CHINA RES GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001092.pdf,2026-04-30,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],2663
01193.HK,CHINA RES GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001256.pdf,2026-04-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2663
01205.HK,CITIC RESOURCES,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400568.pdf,2025-04-24,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],2687
01205.HK,CITIC RESOURCES,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400923.pdf,2025-04-24,"2024 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2687
01205.HK,CITIC RESOURCES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900718.pdf,2026-04-29,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],2687
01205.HK,CITIC RESOURCES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901100.pdf,2026-04-29,"2025 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2687
01229.HK,NAN NAN RES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072400401.pdf,2025-07-24,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],2737
01229.HK,NAN NAN RES,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0724/2025072400407.pdf,2025-07-24,"Environmental, Social and Governance Report 2024/25","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2737
01229.HK,NAN NAN RES,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300346.pdf,2026-07-23,Annual Report 2026,Financial Statements/ESG Information - [Annual Report],2737
01229.HK,NAN NAN RES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300366.pdf,2026-07-23,"Environmental, Social and Governance Report 2025/26","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2737
01251.HK,SPT ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0725/2025072500344.pdf,2025-07-25,2024 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",69788
01251.HK,SPT ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,2026-04-28,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",69788
01277.HK,KINETIC DEV,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0331/2025033100447.pdf,2025-03-31,Annual Report 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",72926
01277.HK,KINETIC DEV,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,2026-03-31,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",72926
01303.HK,HUILI RES,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0422/2025042200417.pdf,2025-04-22,2024 Annual Report,Financial Statements/ESG Information - [Annual Report],70370
01303.HK,HUILI RES,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0422/2025042200455.pdf,2025-04-22,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",70370
01303.HK,HUILI RES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701140.pdf,2026-04-27,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],70370
01303.HK,HUILI RES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701326.pdf,2026-04-27,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",70370
01393.HK,HIDILI INDUSTRY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043003935.pdf,2025-04-30,2024 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",17838
01393.HK,HIDILI INDUSTRY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,2026-04-30,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",17838
01407.HK,JY GAS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042402618.pdf,2025-04-24,2024 Annual Report,Financial Statements/ESG Information - [Annual Report],1000172926
01407.HK,JY GAS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042402868.pdf,2025-04-24,"Environmental, Social and Governance Report 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1000172926
01407.HK,JY GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302956.pdf,2026-04-23,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],1000172926
01407.HK,JY GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042303182.pdf,2026-04-23,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1000172926
01555.HK,MIE HOLDINGS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0422/2025042200209.pdf,2025-04-22,2024 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",56570
01555.HK,MIE HOLDINGS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,2026-04-20,2025 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",56570
01600.HK,TIAN LUN GAS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0417/2025041701009.pdf,2025-04-17,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],54823
01600.HK,TIAN LUN GAS,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0417/2025041701501.pdf,2025-04-17,"Environmental, Social and Governance Report 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",54823
01600.HK,TIAN LUN GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041701807.pdf,2026-04-17,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],54823
01600.HK,TIAN LUN GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041701823.pdf,2026-04-17,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",54823
01608.HK,VPOWER GROUP,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042800001.pdf,2025-04-28,2024 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],147351
01608.HK,VPOWER GROUP,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042800007.pdf,2025-04-28,2024 SUSTAINABILITY REPORT,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",147351
01608.HK,VPOWER GROUP,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004010.pdf,2026-04-30,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],147351
01608.HK,VPOWER GROUP,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004014.pdf,2026-04-30,2025 SUSTAINABILITY REPORT,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",147351
01621.HK,VICO INTL HLDGS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0716/2025071600383.pdf,2025-07-16,Annual Report 2024/2025,Financial Statements/ESG Information - [Annual Report],176189
01621.HK,VICO INTL HLDGS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,2026-07-23,Annual Report 2025/2026,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",176189
01713.HK,SICHUAN EN INV,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042402690.pdf,2025-04-24,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],209536
01713.HK,SICHUAN EN INV,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042402708.pdf,2025-04-24,"2024 Environmental, Social & Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",209536
01713.HK,SICHUAN EN INV,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042904794.pdf,2026-04-29,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],209536
01713.HK,SICHUAN EN INV,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042904912.pdf,2026-04-29,"2025 Environmental, Social & Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",209536
01738.HK,FS ANTHRACITE,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042400776.pdf,2025-04-24,2024 Annual Report,Financial Statements/ESG Information - [Annual Report],99402
01738.HK,FS ANTHRACITE,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401145.pdf,2025-04-24,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",99402
01738.HK,FS ANTHRACITE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902172.pdf,2026-04-29,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],99402
01738.HK,FS ANTHRACITE,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902240.pdf,2026-04-29,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",99402
01798.HK,DATANG RENEW,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803056.pdf,2025-04-28,2024 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",56756
01798.HK,DATANG RENEW,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,2026-04-28,2025 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",56756
01799.HK,XINTE ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803397.pdf,2025-04-28,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],134803
01799.HK,XINTE ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0428/2025042803485.pdf,2025-04-28,"2024 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",134803
01799.HK,XINTE ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042804301.pdf,2026-04-28,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],134803
01799.HK,XINTE ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042804331.pdf,2026-04-28,"2025 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",134803
01811.HK,CGN NEW ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0416/2025041600573.pdf,2025-04-16,ANNUAL REPORT 2024,Financial Statements/ESG Information - [Annual Report],112365
01811.HK,CGN NEW ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0416/2025041600615.pdf,2025-04-16,"Environmental, Social and Governance Report 2024","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",112365
01811.HK,CGN NEW ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900758.pdf,2026-04-29,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],112365
01811.HK,CGN NEW ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901044.pdf,2026-04-29,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",112365
01921.HK,DALIPAL HLDG,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0429/2025042901161.pdf,2025-04-29,2024 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1000001881
01921.HK,DALIPAL HLDG,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,2026-04-29,2025 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1000001881
01938.HK,CHU KONG PIPE,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0425/2025042500759.pdf,2025-04-25,ANNUAL REPORT 2024,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",44200
01938.HK,CHU KONG PIPE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,2026-04-23,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",44200
02012.HK,SUNSHINE OIL,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043001337.pdf,2025-04-30,2024 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],72148
02012.HK,SUNSHINE OIL,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0430/2025043001368.pdf,2025-04-30,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",72148
02012.HK,SUNSHINE OIL,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004742.pdf,2026-04-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",72148
02012.HK,SUNSHINE OIL,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004834.pdf,2026-04-30,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],72148
02380.HK,CHINA POWER,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401749.pdf,2025-04-24,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],8048
02380.HK,CHINA POWER,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0424/2025042401831.pdf,2025-04-24,Sustainability Report 2024,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",8048
02380.HK,CHINA POWER,0,name_change_announcement,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0108/2026010800892.pdf,2026-01-08,Change of Company Name of a Subsidiary,Announcements and Notices - [Other - Business Update],8048
02380.HK,CHINA POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400647.pdf,2026-04-24,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],8048
02380.HK,CHINA POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042400700.pdf,2026-04-24,Sustainability Report 2025,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",8048
02386.HK,SINOPEC SEG,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0316/2025031600013.pdf,2025-03-16,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",87785
02386.HK,SINOPEC SEG,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0316/2025031600190.pdf,2025-03-16,2024 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],87785
02386.HK,SINOPEC SEG,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0315/2026031500027.pdf,2026-03-15,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],87785
02386.HK,SINOPEC SEG,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0315/2026031500031.pdf,2026-03-15,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",87785
02688.HK,ENN ENERGY,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0415/2025041501983.pdf,2025-04-15,Annual Report 2024,Financial Statements/ESG Information - [Annual Report],4648
02688.HK,ENN ENERGY,2024,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0415/2025041502009.pdf,2025-04-15,"2024 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",4648
